method,scenario,seed,round,loss,auroc,auprc,acc,f1,threshold,num_selected_clients,selected_clients,val_loss,val_auroc,val_auprc,val_acc,val_f1,train_loss,train_auroc,train_auprc,train_acc,train_f1,is_personalized,variant
ditto_concat_global,FR_S0_congruent_iid,7,1,0.5945879483375917,0.6094302908726179,0.3343044824243199,0.27425821972734565,0.3427741466957153,0.39499999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.5943124995231629,0.58945,0.3511379595619815,0.276,0.34657039711191334,0.6262553625152508,0.5497485522918836,0.22609750339297668,0.7983062179630043,0.0021656766891793686,False,global
ditto_concat_global,FR_S0_congruent_iid,7,2,0.541429117692406,0.7448505516549648,0.5241864471082439,0.8203688853247795,0.5213675213675214,0.3499999999999999,10,"0,1,2,3,4,5,6,7,8,9",0.5411835942268372,0.7443500000000001,0.5245568954515116,0.812,0.4946236559139785,0.5609804189415054,0.6046732720267417,0.2810427433039594,0.7996434143080009,0.0,False,global
ditto_concat_global,FR_S0_congruent_iid,7,3,0.4993092797236531,0.8261103309929789,0.5988871857808015,0.7923015236567763,0.5542168674698795,0.285,10,"0,1,2,3,4,5,6,7,8,9",0.49891406297683716,0.818175,0.600076535013248,0.784,0.5423728813559322,0.5143293733715825,0.682929943398975,0.3839646570166699,0.7996434143080009,0.0,False,global
ditto_concat_global,FR_S0_congruent_iid,7,4,0.47172824129067903,0.8592016048144434,0.6383407271694661,0.8259823576583801,0.5897920604914934,0.245,10,"0,1,2,3,4,5,6,7,8,9",0.47154687452316285,0.848075,0.6407788775194709,0.824,0.5887850467289719,0.4819985601427509,0.7705486616207086,0.5341406501294085,0.7996434143080009,0.0,False,global
ditto_concat_global,FR_S0_congruent_iid,7,5,0.45232150897849727,0.874988966900702,0.6648317700315634,0.8299919807538091,0.6254416961130742,0.22999999999999998,10,"0,1,2,3,4,5,6,7,8,9",0.45303710985183715,0.862225,0.6601578809818068,0.83,0.6153846153846154,0.46223040596929243,0.8164526519021263,0.6068415960701561,0.7996434143080009,0.0,False,global
ditto_concat_global,FR_S0_congruent_iid,7,6,0.4348929620018556,0.8851374122367102,0.6847640450586817,0.8580593424218124,0.640973630831643,0.24,10,"0,1,2,3,4,5,6,7,8,9",0.4367968748807907,0.8715124999999999,0.6774702456438926,0.864,0.6382978723404256,0.44439948928204737,0.8509682227256548,0.6543212404524987,0.7996434143080009,0.0,False,global
ditto_concat_global,FR_S0_congruent_iid,7,7,0.41883880664753553,0.8903169508525577,0.6954505318345351,0.8604651162790697,0.634453781512605,0.24999999999999994,10,"0,1,2,3,4,5,6,7,8,9",0.4217373044490814,0.87605,0.6860861803845262,0.872,0.6521739130434783,0.42852017382404334,0.861491867800994,0.6860263081839547,0.7996434143080009,0.0,False,global
ditto_concat_global,FR_S0_congruent_iid,7,8,0.40152303055944494,0.8955586760280843,0.7062606237597907,0.8668805132317562,0.6556016597510373,0.245,10,"0,1,2,3,4,5,6,7,8,9",0.405548828125,0.8800000000000001,0.6932351364553008,0.876,0.6630434782608695,0.41387744935684806,0.8629924187147722,0.6907085215102302,0.7996434143080009,0.0,False,global
ditto_concat_global,FR_S0_congruent_iid,7,9,0.38581717225820805,0.8985596790371112,0.7131816514474767,0.867682437850842,0.6466809421841542,0.26999999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.3906152342557907,0.8828750000000001,0.7007712052445544,0.882,0.6703910614525139,0.39807169707602,0.8748200924097548,0.706206329450361,0.801203476710497,0.015308914042453445,False,global
ditto_concat_global,FR_S0_congruent_iid,7,10,0.37020333191348537,0.9018114343029087,0.720882652404378,0.8644747393744988,0.642706131078224,0.26999999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.37553320288658143,0.8875625,0.7093187118372261,0.884,0.6777777777777778,0.38207050191551106,0.8805162201817363,0.7156471035780892,0.8090037887229775,0.0946435492088522,False,global
ditto_concat_global,FR_S0_congruent_iid,7,11,0.3568687896754327,0.9040120361083249,0.7276161503500338,0.8708901363271853,0.6461538461538462,0.3,10,"0,1,2,3,4,5,6,7,8,9",0.3627636719942093,0.8903625,0.7142503662451899,0.884,0.6741573033707865,0.368645678377906,0.8844242098597808,0.7314530498638795,0.8243815466904391,0.22671524097949886,False,global
ditto_concat_global,FR_S0_congruent_iid,7,12,0.3437330647287315,0.9067502507522568,0.7367332141563613,0.8757016840417001,0.6532438478747203,0.30999999999999994,10,"0,1,2,3,4,5,6,7,8,9",0.35045141607522967,0.8941250000000001,0.7211654079948084,0.886,0.6779661016949152,0.3535373076208721,0.8926282655400921,0.7422576986008131,0.8417650991753955,0.3719094287502575,False,global
ditto_concat_global,FR_S0_congruent_iid,7,13,0.33239256653340227,0.9084052156469408,0.7401764582048926,0.8644747393744988,0.6780952380952381,0.25999999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.33939599615335464,0.8965749999999999,0.7271856920339707,0.876,0.6836734693877551,0.342921230504474,0.891616594432008,0.7473488674829886,0.8542455983953644,0.4596985881227947,False,global
ditto_concat_global,FR_S0_congruent_iid,7,14,0.323080520046264,0.910593781344032,0.746971699285026,0.8628708901363272,0.680373831775701,0.25499999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.3300444337129593,0.9004000000000001,0.7364454909733574,0.876,0.6868686868686869,0.33364327456814585,0.8937015164789281,0.749578153287641,0.8638288388678405,0.5230507884102229,False,global
ditto_concat_global,FR_S0_congruent_iid,7,15,0.31452106148506415,0.911901705115346,0.7511705968235066,0.867682437850842,0.6857142857142857,0.26999999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.3216538084745407,0.9019125,0.7386722833044153,0.878,0.6903553299492385,0.3250574222453485,0.8942522321350146,0.7571430226047646,0.8689547581903276,0.5595565543318123,False,global
ditto_concat_global,FR_S0_congruent_iid,7,16,0.3076712723579422,0.9135025075225676,0.7566539636880958,0.867682437850842,0.6880907372400756,0.26499999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.31440600579977035,0.9045500000000001,0.7440779879146338,0.876,0.69,0.3159834383350718,0.8987309364767898,0.7633653140100406,0.877200802317807,0.5977031170883178,False,global
ditto_concat_global,FR_S0_congruent_iid,7,17,0.30131590727241686,0.9147662988966901,0.760258684107151,0.867682437850842,0.6869070208728653,0.27499999999999997,10,"0,1,2,3,4,5,6,7,8,9",0.30814428704977037,0.9064000000000001,0.7499808167960663,0.876,0.69,0.31018184749432387,0.8999710569541821,0.7670772372628402,0.879206596835302,0.6117759453476636,False,global
ditto_concat_global,FR_S0_congruent_iid,7,18,0.2967044000888024,0.9160200601805417,0.7632928067937345,0.8668805132317562,0.6795366795366795,0.29,10,"0,1,2,3,4,5,6,7,8,9",0.30299414065480235,0.9083000000000001,0.7551285541174979,0.876,0.6868686868686869,0.3061359525988834,0.9000997742966081,0.7664776311183293,0.8836639179852909,0.63416702718432,False,global
ditto_concat_global,FR_S0_congruent_iid,7,19,0.2923243323396279,0.9166780341023069,0.765730661425499,0.8781074578989575,0.670995670995671,0.37499999999999994,10,"0,1,2,3,4,5,6,7,8,9",0.2983601074814796,0.9094625000000001,0.7576266038559704,0.886,0.6815642458100558,0.30045034135134524,0.9036869503478379,0.7698837432106782,0.8841096501002897,0.640478601536847,False,global
ditto_concat_global,FR_S0_congruent_iid,7,20,0.288748269194159,0.917753259779338,0.7689354385404157,0.8740978348035284,0.6789366053169734,0.31999999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.29432238763570784,0.9116500000000001,0.7617925108972327,0.882,0.6844919786096256,0.29560861581945197,0.9047323228260635,0.7810155676476125,0.8883441051927792,0.6604556259947693,False,global
ditto_concat_global,FR_S0_congruent_iid,7,21,0.2857081849537282,0.9185957873620862,0.7702446265117214,0.8420208500400962,0.6837881219903692,0.20499999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.2905970458984375,0.91215,0.7655081403095398,0.856,0.6869565217391305,0.29376751552426206,0.905426507050269,0.7755856771708638,0.8845553822152886,0.6418424971808228,False,global
ditto_concat_global,FR_S0_congruent_iid,7,22,0.283069014011523,0.9193299899699097,0.7715800989501437,0.8436246992782679,0.6859903381642513,0.195,10,"0,1,2,3,4,5,6,7,8,9",0.28756491085886954,0.9137125,0.7660565425086466,0.856,0.6896551724137931,0.29081793755445656,0.9055545755565609,0.7768641983063276,0.8874526409627813,0.656525416351206,False,global
ditto_concat_global,FR_S0_congruent_iid,7,23,0.2807433885770888,0.9203229689067202,0.7750999980756971,0.8484362469927826,0.690671031096563,0.19999999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.28431201168894765,0.9159125,0.7722658132128761,0.858,0.6872246696035242,0.28772755994386545,0.90747292513871,0.7827518716758675,0.8861154446177847,0.6571858866111434,False,global
ditto_concat_global,FR_S0_congruent_iid,7,24,0.27880674600003713,0.9209448345035105,0.7762200970013275,0.8668805132317562,0.6891385767790262,0.285,10,"0,1,2,3,4,5,6,7,8,9",0.2816463623344898,0.91645,0.7747224389210393,0.874,0.6896551724137931,0.2854724779728396,0.9091054340806012,0.7836183563190208,0.8872297749052819,0.6631567191511625,False,global
ditto_concat_global,FR_S0_congruent_iid,7,25,0.2768291604093484,0.9215526579739216,0.777868096033452,0.8492381716118684,0.6918032786885245,0.19999999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.278917632997036,0.91785,0.7797736883346289,0.86,0.6956521739130435,0.28258985392242864,0.9093851344019537,0.7885785714390641,0.8894584354802764,0.6679823438403323,False,global
ditto_concat_global,FR_S0_congruent_iid,7,26,0.2754812233430821,0.9220300902708125,0.7784853957933784,0.863672814755413,0.6931407942238267,0.27499999999999997,10,"0,1,2,3,4,5,6,7,8,9",0.2767315368950367,0.9187500000000002,0.7815923435833665,0.874,0.7014218009478673,0.28250078201054835,0.9082702358833201,0.7906244642388801,0.8894584354802764,0.6726386512095482,False,global
ditto_concat_global,FR_S0_congruent_iid,7,27,0.2741986773639272,0.9225416248746239,0.7803223676573137,0.8628708901363272,0.6929982046678635,0.25499999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.27468203741312025,0.920475,0.7868785607908297,0.874,0.6985645933014354,0.27649226741533595,0.9141219835299685,0.7950419558662284,0.8912413639402719,0.6802527800921977,False,global
ditto_concat_global,FR_S0_congruent_iid,7,28,0.2729188601554348,0.9227903711133401,0.7811270679707127,0.8732959101844426,0.6926070038910506,0.32499999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.27282531744241717,0.920925,0.7858489310018998,0.884,0.7040816326530612,0.2806291557219131,0.9102124444516754,0.7879115150641026,0.8921328281702696,0.684682462466697,False,global
ditto_concat_global,FR_S0_congruent_iid,7,29,0.2719343317599419,0.923135406218656,0.7816145359053542,0.867682437850842,0.6927374301675978,0.27999999999999997,10,"0,1,2,3,4,5,6,7,8,9",0.2708969115912914,0.9223250000000001,0.7887095730471679,0.882,0.7121951219512195,0.2769205745767054,0.9128704309332035,0.7955597400782992,0.8890127033652775,0.674289555315258,False,global
ditto_concat_global,FR_S0_congruent_iid,7,30,0.2712188450964623,0.9236790371113339,0.7829652279879791,0.867682437850842,0.6950092421441775,0.26499999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.269544341981411,0.923575,0.79198090426654,0.88,0.7087378640776699,0.274180756360857,0.9132151673348623,0.7980127449233283,0.8934700245152664,0.6905059650772077,False,global
ditto_concat_global,FR_S0_congruent_iid,7,31,0.26989855617284775,0.9241223671013039,0.7840695175946664,0.8692862870890137,0.6883365200764818,0.295,10,"0,1,2,3,4,5,6,7,8,9",0.2672131652235985,0.9244875,0.7949734403387495,0.884,0.71,0.2724403643066112,0.9158868439769715,0.7998598924156377,0.8874526409627813,0.6698786521614326,False,global
ditto_concat_global,FR_S0_congruent_iid,7,32,0.2689689018232591,0.9245937813440321,0.7852336190950643,0.8708901363271853,0.690978886756238,0.30999999999999994,10,"0,1,2,3,4,5,6,7,8,9",0.26572259521484376,0.9252875,0.7952926074407393,0.886,0.7135678391959799,0.27119590496469614,0.9154193899404188,0.8025000269597888,0.8939157566302652,0.6918605110430044,False,global
ditto_concat_global,FR_S0_congruent_iid,7,33,0.26830330904522415,0.9249448345035106,0.7864918924926508,0.8684843624699278,0.6974169741697417,0.27999999999999997,10,"0,1,2,3,4,5,6,7,8,9",0.26423425287008284,0.92615,0.7994938386149586,0.884,0.7184466019417476,0.27257373589953415,0.9139880076329292,0.799999715901096,0.8905727657677736,0.6841243248951203,False,global
ditto_concat_global,FR_S0_congruent_iid,7,34,0.2674361032694459,0.9253279839518556,0.7883477647573494,0.8748997594226142,0.6964980544747081,0.30999999999999994,10,"0,1,2,3,4,5,6,7,8,9",0.2626575927734375,0.9271875,0.8013854907053913,0.892,0.7244897959183674,0.27114014861204855,0.9144841975583131,0.798232265342737,0.8941386226877647,0.6927207645417934,False,global
ditto_concat_global,FR_S0_congruent_iid,7,35,0.2667601585220889,0.9255085255767302,0.7887296523913255,0.8765036086607859,0.69921875,0.31999999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.26156997674703597,0.9276625000000001,0.803162628274252,0.892,0.7244897959183674,0.26989882371461227,0.9160069116759694,0.8036900581382171,0.8956986850902607,0.6969768660923106,False,global
ditto_concat_global,FR_S0_congruent_iid,7,36,0.26642795242279554,0.9259518555667002,0.7899406733493155,0.8740978348035284,0.7032136105860114,0.285,10,"0,1,2,3,4,5,6,7,8,9",0.26036810302734376,0.9286125000000001,0.8054057127598956,0.89,0.729064039408867,0.2728618505087679,0.914612360875549,0.7968030112384235,0.8914642299977713,0.6903248415389938,False,global
