method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedavg_concat,FR_S1_congruent_non_iid,17,2.8902366035158575,0.8995406218655968,0.727582264004127,0.7995188452285485,0.0,0.49999999999999994,False
