method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedavg_mean,FR_S0_congruent_iid,17,0.26016387090672466,0.9285315947843531,0.7962625631152834,0.8877305533279871,0.7131147540983607,0.37999999999999995,False
