method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedavg_mean,FR_S1_congruent_non_iid,17,2.9266740302611276,0.8974603811434303,0.7253021427852391,0.7995188452285485,0.0,0.49999999999999994,False
