method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedgate,FR_S0_congruent_iid,7,0.2629619793206704,0.9273239719157471,0.8041078487954421,0.8773055332798717,0.7107750472589792,0.27499999999999997,False
