method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedgate,FR_S0_congruent_iid,11,0.2665498079053236,0.9274964894684051,0.8023354523757797,0.8877305533279871,0.6916299559471366,0.4549999999999999,False
