method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedgate,FR_S0_congruent_iid,17,0.26423047453416343,0.9261223671013039,0.8002693326080615,0.871692060946271,0.6981132075471698,0.26999999999999996,False
