method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedavg_concat,FR_S0_congruent_iid,7,0.25144144159882853,0.9332798395185556,0.8170589241565861,0.8781074578989575,0.7153558052434457,0.26499999999999996,False
