method,scenario,seed,round,loss,auroc,auprc,acc,f1,threshold,num_selected_clients,selected_clients,val_loss,val_auroc,val_auprc,val_acc,val_f1,train_loss,train_auroc,train_auprc,train_acc,train_f1,is_personalized
fedavg_concat,FR_S0_congruent_iid,11,1,0.574936097014304,0.772332998996991,0.4529441709742396,0.7818765036086608,0.5125448028673835,0.3999999999999999,10,"0,1,2,3,4,5,6,7,8,9",0.574296875,0.77675,0.49773281101264794,0.778,0.5022421524663677,0.5934592294671739,0.5832036032924744,0.25299914067022783,0.7996434143080009,0.0,False
fedavg_concat,FR_S0_congruent_iid,11,2,0.5215548569188657,0.838086258776329,0.5865065572445982,0.7971130713712911,0.576214405360134,0.33499999999999996,10,"0,1,2,3,4,5,6,7,8,9",0.5189179692268372,0.8637,0.6261702643920515,0.83,0.6222222222222222,0.5366340433007656,0.6775896189809529,0.34147920551678745,0.7996434143080009,0.0,False
fedavg_concat,FR_S0_congruent_iid,11,3,0.4812738073283228,0.8596569709127382,0.6254371711477121,0.8195669607056937,0.5945945945945946,0.27999999999999997,10,"0,1,2,3,4,5,6,7,8,9",0.47666015577316284,0.8885,0.6754523132979401,0.85,0.6411483253588517,0.49733213655582537,0.7469334668438325,0.44965005467705804,0.7996434143080009,0.0,False
fedavg_concat,FR_S0_congruent_iid,11,4,0.4564893240200202,0.8740040120361083,0.6582270908748783,0.8372093023255814,0.5948103792415169,0.25499999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.44989648389816284,0.901925,0.6968271483652785,0.874,0.6631016042780749,0.4701220192461841,0.8147564272929679,0.5782765548629143,0.7996434143080009,0.0,False
fedavg_concat,FR_S0_congruent_iid,11,5,0.4371303625363011,0.8839959879638917,0.6815832697627864,0.8532477947072975,0.6064516129032258,0.25499999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.42861132860183715,0.9088750000000001,0.7199874111231895,0.882,0.6740331491712708,0.45089361882565787,0.8485521794336383,0.6444126610335844,0.7996434143080009,0.0,False
fedavg_concat,FR_S0_congruent_iid,11,6,0.41903341437877417,0.8906539618856569,0.6970532269184386,0.8580593424218124,0.6304801670146137,0.25499999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.40851953125,0.9132875,0.7382071612107174,0.882,0.6844919786096256,0.43418834949087026,0.857401709948952,0.6688209089382415,0.7996434143080009,0.0,False
fedavg_concat,FR_S0_congruent_iid,11,7,0.4014666448761772,0.8949769307923772,0.7061626950177475,0.8436246992782679,0.6486486486486487,0.24,10,"0,1,2,3,4,5,6,7,8,9",0.3890078123807907,0.9164749999999999,0.7558504563052889,0.87,0.6889952153110048,0.4171825158906881,0.863436227454417,0.6971745375785506,0.7996434143080009,0.0,False
fedavg_concat,FR_S0_congruent_iid,11,8,0.3838707036081083,0.8983329989969909,0.7155152322224315,0.8444266238973537,0.6523297491039427,0.24,10,"0,1,2,3,4,5,6,7,8,9",0.36965039050579074,0.91845,0.7661575396633602,0.874,0.6985645933014354,0.40018000140045595,0.8741402727399783,0.7094390210551011,0.7996434143080009,0.002213802837827799,False
fedavg_concat,FR_S0_congruent_iid,11,9,0.36667768262870426,0.901035105315948,0.7229573057625631,0.8444266238973537,0.6535714285714286,0.245,10,"0,1,2,3,4,5,6,7,8,9",0.3508964841365814,0.920225,0.7762138478338537,0.876,0.7102803738317757,0.3829305710361082,0.8803030202067951,0.7211955221696495,0.8023178069979942,0.02809173329066218,False
fedavg_concat,FR_S0_congruent_iid,11,10,0.3516652859036408,0.903396188565697,0.728814882387998,0.8476343223736968,0.6494464944649446,0.25499999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.33472119140625,0.92205,0.7807788764244932,0.88,0.7169811320754716,0.3672918595833584,0.8836461072075187,0.7310805487850955,0.8239358145754402,0.22576143576294538,False
fedavg_concat,FR_S0_congruent_iid,11,11,0.3386870676766612,0.905295887662989,0.7337100787650173,0.8460304731355253,0.6457564575645757,0.25999999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.3204687498807907,0.9239875,0.7884362466225145,0.88,0.7169811320754716,0.35479253426888274,0.8835173181854646,0.7384017020073923,0.8413193670603967,0.3570071765258938,False
fedavg_concat,FR_S0_congruent_iid,11,12,0.32785139404350794,0.907171514543631,0.7384211036011203,0.8476343223736968,0.6532846715328468,0.25999999999999995,10,"0,1,2,3,4,5,6,7,8,9",0.30874121069908145,0.92535,0.7928511141581066,0.878,0.7136150234741784,0.3428810617793289,0.8879321979294612,0.7453786229252185,0.8566971250278582,0.4740913970999142,False
fedavg_concat,FR_S0_congruent_iid,11,13,0.318042109585229,0.908962888665998,0.7426538511788441,0.8420208500400962,0.671118530884808,0.22999999999999998,10,"0,1,2,3,4,5,6,7,8,9",0.2979527589082718,0.9266499999999999,0.7969194454461532,0.868,0.7203389830508474,0.33131102966869064,0.8909239682909544,0.7538225190248152,0.8685090260753288,0.5449344890976138,False
fedavg_concat,FR_S0_congruent_iid,11,14,0.3102977419124189,0.9108706118355064,0.7463784856746883,0.8356054530874097,0.6666666666666666,0.21999999999999997,10,"0,1,2,3,4,5,6,7,8,9",0.2896422116756439,0.92775,0.7996259297600188,0.868,0.725,0.3244849678427014,0.8900588153457005,0.7488195814505985,0.8736349453978159,0.5847190330019355,False
