method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized,variant
ditto_concat_personal,FR_S1_congruent_non_iid,7,0.40654904127202507,0.9292236710130392,0.8029013735588646,0.8773055332798717,0.7150837988826816,0.37499999999999994,True,personal
