method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedavg_mean,FR_S0_congruent_iid,11,0.2585602295439341,0.9305636910732196,0.8056102045697914,0.8909382518043304,0.7081545064377682,0.43999999999999995,False
