method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized,variant
ditto_concat_global,FR_S1_congruent_non_iid,7,3.020148362363924,0.8750812437311936,0.6778438473745265,0.7995188452285485,0.0,0.49999999999999994,False,global
