method,scenario,seed,loss,auroc,auprc,acc,f1,threshold,is_personalized
fedavg_concat,FR_S1_congruent_non_iid,7,3.047113039059551,0.8729588766298896,0.6696831072461573,0.7995188452285485,0.0,0.49999999999999994,False
